form,filed,period,accession,primary_doc,description,items,url,evidence
4,2023-03-03,2023-03-01,0001676238-23-000008,xslF345X03/wf-form4_167787812477389.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000008/xslF345X03/wf-form4_167787812477389.xml,statutory (SEC EDGAR)
4,2023-02-21,2023-02-16,0001676238-23-000006,xslF345X03/wf-form4_167701884395953.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000006/xslF345X03/wf-form4_167701884395953.xml,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0000950103-23-002371,dp188839_sc13ga-kleeger.htm,FORM SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323002371/dp188839_sc13ga-kleeger.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0000950103-23-002370,dp188840_sc13ga-hyman.htm,FORM SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323002370/dp188840_sc13ga-hyman.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0000950103-23-002369,dp188841_sc13ga-magnuson.htm,FORM SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000095010323002369/dp188841_sc13ga-magnuson.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0001104659-23-021600,tm236562d1_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000110465923021600/tm236562d1_sc13ga.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0001104659-23-021589,tm235509d1_sc13g.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000110465923021589/tm235509d1_sc13g.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0000080255-23-002754,brze13gadec22.txt,,,https://www.sec.gov/Archives/edgar/data/1676238/000008025523002754/brze13gadec22.txt,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0001062993-23-003216,formsc13ga.htm,FORM SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000106299323003216/formsc13ga.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0001193125-23-037411,d439189dsc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000119312523037411/d439189dsc13ga.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-14,,0001532155-23-000068,SEC13G_Filing.htm,SEC SCHEDULE 13G,,https://www.sec.gov/Archives/edgar/data/1676238/000153215523000068/SEC13G_Filing.htm,statutory (SEC EDGAR)
SC 13G,2023-02-13,,0001011438-23-000261,form_sc13g-braze.htm,,,https://www.sec.gov/Archives/edgar/data/1676238/000101143823000261/form_sc13g-braze.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-10,,0001193125-23-032081,d410507dsc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000119312523032081/d410507dsc13ga.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-09,,0001104659-23-015494,tv0448-brazeincclassa.htm,SCHEDULE 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000110465923015494/tv0448-brazeincclassa.htm,statutory (SEC EDGAR)
SC 13G/A,2023-02-09,,0000315066-23-001383,filing.txt,,,https://www.sec.gov/Archives/edgar/data/1676238/000031506623001383/filing.txt,statutory (SEC EDGAR)
SC 13G/A,2023-02-08,,0001104659-23-014564,tm235832d1_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000110465923014564/tm235832d1_sc13ga.htm,statutory (SEC EDGAR)
SC 13G,2023-02-08,,0000895421-23-000029,BrazeIncBRZE.txt,MS INITIAL,,https://www.sec.gov/Archives/edgar/data/1676238/000089542123000029/BrazeIncBRZE.txt,statutory (SEC EDGAR)
4,2023-02-03,2023-02-01,0001676238-23-000004,xslF345X03/wf-form4_167546116905978.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000004/xslF345X03/wf-form4_167546116905978.xml,statutory (SEC EDGAR)
SC 13G/A,2023-02-03,,0001193125-23-024176,d389755dsc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000119312523024176/d389755dsc13ga.htm,statutory (SEC EDGAR)
4,2023-01-05,2023-01-03,0001676238-23-000002,xslF345X03/wf-form4_167295302655021.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000002/xslF345X03/wf-form4_167295302655021.xml,statutory (SEC EDGAR)
4,2022-12-29,2022-12-27,0001676238-22-000075,xslF345X03/wf-form4_167234794861164.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000075/xslF345X03/wf-form4_167234794861164.xml,statutory (SEC EDGAR)
4,2022-12-19,2022-12-15,0001676238-22-000073,xslF345X03/wf-form4_167149295944179.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000073/xslF345X03/wf-form4_167149295944179.xml,statutory (SEC EDGAR)
4,2022-12-19,2022-12-15,0001676238-22-000071,xslF345X03/wf-form4_167149233828881.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000071/xslF345X03/wf-form4_167149233828881.xml,statutory (SEC EDGAR)
4,2022-12-19,2022-12-15,0001676238-22-000069,xslF345X03/wf-form4_167149178341159.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000069/xslF345X03/wf-form4_167149178341159.xml,statutory (SEC EDGAR)
4,2022-12-19,2022-12-15,0001676238-22-000067,xslF345X03/wf-form4_167149156897013.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000067/xslF345X03/wf-form4_167149156897013.xml,statutory (SEC EDGAR)
4/A,2022-12-19,2022-07-05,0000950103-22-021177,xslF345X03/dp185838_4a-wiseman.xml,FORM 4/A,,https://www.sec.gov/Archives/edgar/data/1676238/000095010322021177/xslF345X03/dp185838_4a-wiseman.xml,statutory (SEC EDGAR)
10-Q,2022-12-14,2022-10-31,0001676238-22-000065,brze-20221031.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000065/brze-20221031.htm,statutory (SEC EDGAR)
8-K,2022-12-13,2022-12-13,0001676238-22-000063,brz-20221213.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623822000063/brz-20221213.htm,statutory (SEC EDGAR)
4,2022-12-09,2022-12-07,0001676238-22-000056,xslF345X03/wf-form4_167062261541400.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000056/xslF345X03/wf-form4_167062261541400.xml,statutory (SEC EDGAR)
4,2022-12-05,2022-12-01,0001676238-22-000054,xslF345X03/wf-form4_167027489759064.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000054/xslF345X03/wf-form4_167027489759064.xml,statutory (SEC EDGAR)
8-K,2022-11-23,2022-11-17,0001676238-22-000052,brz-20221117.htm,8-K,1.01,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000052/brz-20221117.htm,statutory (SEC EDGAR)
4,2022-11-18,2022-11-16,0000950103-22-019915,xslF345X03/dp184554_4-malik.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010322019915/xslF345X03/dp184554_4-malik.xml,statutory (SEC EDGAR)
4,2022-11-15,2022-11-10,0000950103-22-019709,xslF345X03/dp184298_4-winkles.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010322019709/xslF345X03/dp184298_4-winkles.xml,statutory (SEC EDGAR)
4,2022-11-14,2022-11-09,0000950103-22-019605,xslF345X03/dp184230_4-kleeger.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010322019605/xslF345X03/dp184230_4-kleeger.xml,statutory (SEC EDGAR)
4,2022-11-08,2022-11-04,0001894090-22-000003,xslF345X03/primary_doc.xml,PRIMARY DOCUMENT,,https://www.sec.gov/Archives/edgar/data/1676238/000189409022000003/xslF345X03/primary_doc.xml,statutory (SEC EDGAR)
4,2022-11-07,2022-11-03,0000950103-22-019310,xslF345X03/dp183934_4-magnuson.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010322019310/xslF345X03/dp183934_4-magnuson.xml,statutory (SEC EDGAR)
4,2022-11-04,2022-11-02,0000950103-22-019242,xslF345X03/dp183864_4-hyman.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000095010322019242/xslF345X03/dp183864_4-hyman.xml,statutory (SEC EDGAR)
4,2022-10-26,2022-10-24,0001209191-22-054626,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122054626/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-13,2022-10-11,0001209191-22-053600,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122053600/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-11,2022-10-06,0001676238-22-000049,xslF345X03/wf-form4_166551987754057.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000049/xslF345X03/wf-form4_166551987754057.xml,statutory (SEC EDGAR)
4,2022-10-05,2022-10-03,0000899243-22-033060,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322033060/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-05,2022-10-03,0000899243-22-033059,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322033059/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-05,2022-10-03,0000899243-22-033057,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322033057/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-04,2022-09-15,0000899243-22-032776,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032776/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-04,2022-09-15,0000899243-22-032775,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032775/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-04,2022-09-15,0000899243-22-032774,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032774/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-03,2022-09-29,0000899243-22-032522,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032522/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-03,2022-09-29,0000899243-22-032502,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032502/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-03,2022-09-29,0000899243-22-032498,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032498/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-10-03,2022-09-29,0001209191-22-051830,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122051830/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-26,2022-09-22,0001209191-22-051244,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122051244/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-26,2022-09-22,0000899243-22-032036,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032036/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-26,2022-09-22,0000899243-22-032035,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032035/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-26,2022-09-22,0000899243-22-032034,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322032034/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-22,2022-09-20,0001209191-22-051016,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122051016/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-22,2022-09-20,0000899243-22-031696,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322031696/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-22,2022-09-20,0000899243-22-031695,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322031695/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-22,2022-09-20,0000899243-22-031694,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322031694/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-21,2022-09-19,0001894090-22-000002,xslF345X03/primary_doc.xml,PRIMARY DOCUMENT,,https://www.sec.gov/Archives/edgar/data/1676238/000189409022000002/xslF345X03/primary_doc.xml,statutory (SEC EDGAR)
4,2022-09-20,2022-09-16,0000899243-22-031597,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322031597/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-20,2022-09-16,0000899243-22-031594,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322031594/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-09-20,2022-09-16,0000899243-22-031592,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322031592/xslF345X03/doc4.xml,statutory (SEC EDGAR)
10-Q,2022-09-13,2022-07-31,0001676238-22-000047,brze-20220731.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000047/brze-20220731.htm,statutory (SEC EDGAR)
8-K,2022-09-12,2022-09-12,0001676238-22-000045,brz-20220912.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623822000045/brz-20220912.htm,statutory (SEC EDGAR)
4,2022-09-09,2022-09-07,0001209191-22-049307,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122049307/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-08-29,2022-08-25,0001209191-22-047834,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122047834/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-08-18,2022-08-16,0001209191-22-046599,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122046599/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-08-12,2022-08-10,0001209191-22-045588,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122045588/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-08-09,2022-08-05,0001209191-22-044965,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122044965/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-08-01,2022-07-28,0001676238-22-000037,xslF345X03/wf-form4_165938939694658.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000037/xslF345X03/wf-form4_165938939694658.xml,statutory (SEC EDGAR)
4,2022-07-26,2022-07-22,0001676238-22-000035,xslF345X03/wf-form4_165886626570944.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000035/xslF345X03/wf-form4_165886626570944.xml,statutory (SEC EDGAR)
4,2022-07-26,2022-07-22,0001676238-22-000033,xslF345X03/wf-form4_165886612823369.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000033/xslF345X03/wf-form4_165886612823369.xml,statutory (SEC EDGAR)
4,2022-07-21,2022-07-20,0001209191-22-042861,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122042861/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-07-15,2022-07-13,0001676238-22-000031,xslF345X03/wf-form4_165791632799841.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000031/xslF345X03/wf-form4_165791632799841.xml,statutory (SEC EDGAR)
4,2022-07-15,2022-07-13,0001676238-22-000029,xslF345X03/wf-form4_165791614940404.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000029/xslF345X03/wf-form4_165791614940404.xml,statutory (SEC EDGAR)
4,2022-07-13,2022-06-30,0001209191-22-042054,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122042054/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-07-13,2022-06-30,0001209191-22-042052,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122042052/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-07-13,2022-06-30,0001209191-22-042050,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122042050/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-07-13,2022-06-30,0001209191-22-042048,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122042048/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-07-12,2022-07-08,0001676238-22-000027,xslF345X03/wf-form4_165765683946875.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000027/xslF345X03/wf-form4_165765683946875.xml,statutory (SEC EDGAR)
4,2022-07-07,2022-07-05,0001676238-22-000025,xslF345X03/wf-form4_165722914156263.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000025/xslF345X03/wf-form4_165722914156263.xml,statutory (SEC EDGAR)
4,2022-07-07,2022-07-05,0001676238-22-000023,xslF345X03/wf-form4_165722886079956.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000023/xslF345X03/wf-form4_165722886079956.xml,statutory (SEC EDGAR)
4,2022-07-05,2022-06-30,0001209191-22-040683,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122040683/xslF345X03/doc4.xml,statutory (SEC EDGAR)
8-K,2022-07-01,2022-06-30,0001193125-22-187187,d372885d8k.htm,8-K,5.07,https://www.sec.gov/Archives/edgar/data/1676238/000119312522187187/d372885d8k.htm,statutory (SEC EDGAR)
4,2022-06-28,2022-06-24,0001676238-22-000021,xslF345X03/wf-form4_165644693297030.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000021/xslF345X03/wf-form4_165644693297030.xml,statutory (SEC EDGAR)
4,2022-06-24,2022-06-22,0001209191-22-039271,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122039271/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-06-21,2022-06-16,0001209191-22-038494,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122038494/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-06-21,2022-06-16,0001209191-22-038485,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122038485/xslF345X03/doc4.xml,statutory (SEC EDGAR)
10-Q,2022-06-14,2022-04-30,0001676238-22-000019,brze-20220430.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000019/brze-20220430.htm,statutory (SEC EDGAR)
8-K,2022-06-13,2022-06-13,0001676238-22-000017,brz-20220613.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623822000017/brz-20220613.htm,statutory (SEC EDGAR)
4,2022-06-08,2022-06-06,0001676238-22-000009,xslF345X03/wf-form4_165472873661175.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000009/xslF345X03/wf-form4_165472873661175.xml,statutory (SEC EDGAR)
4,2022-05-19,2022-05-17,0001676238-22-000007,xslF345X03/wf-form4_165299678729873.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000007/xslF345X03/wf-form4_165299678729873.xml,statutory (SEC EDGAR)
DEFA14A,2022-05-18,,0001140361-22-019790,ny20003702x2_defa14a.htm,DEFA14A,,https://www.sec.gov/Archives/edgar/data/1676238/000114036122019790/ny20003702x2_defa14a.htm,statutory (SEC EDGAR)
DEF 14A,2022-05-18,2022-06-30,0001140361-22-019788,ny20003702x1_def14a.htm,DEF 14A,,https://www.sec.gov/Archives/edgar/data/1676238/000114036122019788/ny20003702x1_def14a.htm,statutory (SEC EDGAR)
4,2022-04-21,2022-04-19,0001209191-22-025255,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122025255/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-21,2022-04-19,0001209191-22-025253,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122025253/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-13,2022-04-11,0001894090-22-000001,xslF345X03/primary_doc.xml,PRIMARY DOCUMENT,,https://www.sec.gov/Archives/edgar/data/1676238/000189409022000001/xslF345X03/primary_doc.xml,statutory (SEC EDGAR)
4,2022-04-12,2022-04-08,0000899243-22-014573,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322014573/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-12,2022-04-08,0000899243-22-014572,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322014572/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-12,2022-04-08,0000899243-22-014570,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322014570/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-12,2022-04-11,0001209191-22-024135,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122024135/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-08,2022-04-06,0000899243-22-014349,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322014349/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-08,2022-04-06,0000899243-22-014348,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322014348/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-08,2022-04-06,0000899243-22-014347,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322014347/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-06,2022-04-04,0001209191-22-023463,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122023463/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-01,2022-03-30,0001209191-22-021989,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122021989/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-01,2022-03-30,0001209191-22-021983,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122021983/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-01,2022-03-30,0001209191-22-021975,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122021975/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-04-01,2022-03-30,0001209191-22-021968,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122021968/xslF345X03/doc4.xml,statutory (SEC EDGAR)
S-8,2022-03-31,,0001193125-22-091760,d700961ds8.htm,S-8,,https://www.sec.gov/Archives/edgar/data/1676238/000119312522091760/d700961ds8.htm,statutory (SEC EDGAR)
10-K,2022-03-31,2022-01-31,0001676238-22-000005,brze-20220131.htm,10-K,,https://www.sec.gov/Archives/edgar/data/1676238/000167623822000005/brze-20220131.htm,statutory (SEC EDGAR)
8-K,2022-03-30,2022-03-30,0001193125-22-089941,d338608d8k.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000119312522089941/d338608d8k.htm,statutory (SEC EDGAR)
4,2022-03-25,2022-03-23,0000899243-22-012301,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322012301/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-03-25,2022-03-23,0000899243-22-012300,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322012300/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-03-25,2022-03-23,0000899243-22-012299,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000089924322012299/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-03-11,2022-01-02,0001209191-22-018139,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122018139/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-03-11,2022-01-02,0001209191-22-018125,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122018125/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-03-11,2021-11-19,0001209191-22-018121,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122018121/xslF345X03/doc4.xml,statutory (SEC EDGAR)
4,2022-03-11,2021-11-19,0001209191-22-018119,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122018119/xslF345X03/doc4.xml,statutory (SEC EDGAR)
3,2022-03-11,2021-11-16,0001209191-22-018117,xslF345X02/doc3.xml,FORM 3 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122018117/xslF345X02/doc3.xml,statutory (SEC EDGAR)
3,2022-03-11,2021-11-16,0001209191-22-018115,xslF345X02/doc3.xml,FORM 3 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122018115/xslF345X02/doc3.xml,statutory (SEC EDGAR)
4,2022-03-08,2022-03-02,0001209191-22-017129,xslF345X03/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919122017129/xslF345X03/doc4.xml,statutory (SEC EDGAR)
